sgrnaID	gene	untreatedRep1	untreatedRep2	RigosertibRep1	RigosertibRep2
Apoptosis+Cancer+Other_Cancer=negDIDO1_-_61570181.23-NM_022105	NA	587	587	408	410
Apoptosis+Cancer+Other_Cancer=negDKC1_+_153990966.23-NM_001142463	NA	556	556	427	439
Apoptosis+Cancer+Other_Cancer=negDKC1_-_153991187.25-NM_001142463	NA	526	526	329	350
Apoptosis+Cancer+Other_Cancer=negDTL_+_212207350.25-NM_016448	NA	800	800	684	712
Apoptosis+Cancer+Other_Cancer=negDTL_-_212207168.22-NM_001286229	NA	729	729	518	513
Apoptosis+Cancer+Other_Cancer=negDTL_-_212207385.24-NM_001286229	NA	885	885	548	711
Apoptosis+Cancer+Other_Cancer=negDYNC1H1_+_102430352.25-all	NA	192	192	56	133
Apoptosis+Cancer+Other_Cancer=negDYNC1H1_+_102432242.25-all	NA	706	706	458	598
Apoptosis+Cancer+Other_Cancer=negDYNC1H1_-_102431651.24-all	NA	283	283	215	203
Apoptosis+Cancer+Other_Cancer=negDYNC1I2_+_172542938.24-NM_001378	NA	1336	1336	950	1024
Apoptosis+Cancer+Other_Cancer=negDYNC1I2_+_172543835.24-NM_001271790	NA	1240	1240	819	868
Apoptosis+Cancer+Other_Cancer=negDYNC1I2_+_172543951.24-NM_001271786	NA	872	872	697	703
Apoptosis+Cancer+Other_Cancer=negDYNC1I2_+_172544245.21-NM_001378	NA	711	711	524	671
Apoptosis+Cancer+Other_Cancer=negDYNC1I2_+_172544764.24-NM_001271787	NA	894	894	539	745
Apoptosis+Cancer+Other_Cancer=negDYNC1I2_+_172545218.24-NM_001271785	NA	816	816	641	589
Apoptosis+Cancer+Other_Cancer=negDYNC1I2_-_172543899.23-NM_001271789	NA	693	693	401	547
Apoptosis+Cancer+Other_Cancer=negDYNC1I2_-_172544021.22-NM_001271786	NA	924	924	674	732
Apoptosis+Cancer+Other_Cancer=negDYNC1I2_-_172544237.25-NM_001271787	NA	978	978	814	785
Apoptosis+Cancer+Other_Cancer=negDYNC1I2_-_172544312.25-NM_001271785,NM_001271788,NM_001271789	NA	641	641	435	372
Apoptosis+Cancer+Other_Cancer=negDYNC1I2_-_172544333.22-NM_001271787,NM_001271790	NA	832	832	686	764
Apoptosis+Cancer+Other_Cancer=negDYRK1A_+_38738866.24-NM_101395	NA	733	733	515	622
Apoptosis+Cancer+Other_Cancer=negDYRK1A_+_38740916.23-NM_101395	NA	167	167	96	119
Apoptosis+Cancer+Other_Cancer=negDYRK1A_+_38789896.25-NM_130436	NA	581	581	495	467
Apoptosis+Cancer+Other_Cancer=negDYRK1A_-_38739939.24-NM_101395	NA	562	562	434	427
Apoptosis+Cancer+Other_Cancer=negDYRK1A_-_38792109.23-NM_130436	NA	917	917	724	687
Apoptosis+Cancer+Other_Cancer=negDYRK1A_-_38792115.24-NM_001396	NA	477	477	377	335
Apoptosis+Cancer+Other_Cancer=negEBNA1BP2_+_43636967.23-NM_001159936	NA	1878	1878	1577	1639
Apoptosis+Cancer+Other_Cancer=negEBNA1BP2_+_43637948.25-NM_006824	NA	809	809	606	837
Apoptosis+Cancer+Other_Cancer=negEBNA1BP2_-_43637909.23-NM_001159936	NA	1557	1557	1081	1227
Apoptosis+Cancer+Other_Cancer=negEBNA1BP2_-_43638003.23-NM_001159936	NA	884	884	669	745
Apoptosis+Cancer+Other_Cancer=negEBNA1BP2_-_43638124.24-NM_001159936	NA	548	548	446	435
Apoptosis+Cancer+Other_Cancer=negEEF1G_+_62341720.25-all	NA	305	305	231	269
Apoptosis+Cancer+Other_Cancer=negEEF1G_-_62339964.23-all	NA	1026	1026	783	803
Apoptosis+Cancer+Other_Cancer=negEFTUD2_+_42977455.25-NM_001142605	NA	956	956	725	662
Apoptosis+Cancer+Other_Cancer=negEFTUD2_+_42977720.25-NM_001258354	NA	1484	1484	966	971
Apoptosis+Cancer+Other_Cancer=negEFTUD2_-_42977254.24-NM_001142605	NA	2011	2011	1542	1466
Apoptosis+Cancer+Other_Cancer=negEFTUD2_-_42977262.23-NM_001142605	NA	1117	1117	940	838
Apoptosis+Cancer+Other_Cancer=negEFTUD2_-_42978304.23-NM_004247	NA	1264	1264	1011	942
Apoptosis+Cancer+Other_Cancer=negEFTUD2_-_42978646.24-NM_004247	NA	953	953	761	601
Apoptosis+Cancer+Other_Cancer=negEIF1AX_+_20159422.25-all	NA	1051	1051	774	711
Apoptosis+Cancer+Other_Cancer=negEIF1AX_+_20159431.24-all	NA	574	574	380	355
Apoptosis+Cancer+Other_Cancer=negEIF1AX_+_20159930.24-all	NA	825	825	565	599
Apoptosis+Cancer+Other_Cancer=negEIF2B3_-_45451745.25-NM_001261418	NA	742	742	442	650
Apoptosis+Cancer+Other_Cancer=negEIF2B3_-_45451856.24-NM_020365	NA	1247	1247	905	1011
Apoptosis+Cancer+Other_Cancer=negEIF2B3_-_45453156.24-NM_020365	NA	1470	1470	1103	1268
Apoptosis+Cancer+Other_Cancer=negEIF2B4_+_27592001.25-NM_172195	NA	872	872	578	631
Apoptosis+Cancer+Other_Cancer=negEIF2B4_+_27593799.25-NM_015636,NM_001034116	NA	1227	1227	920	935
Apoptosis+Cancer+Other_Cancer=negEIF2B4_-_27593459.24-NM_015636	NA	400	400	372	318
Apoptosis+Cancer+Other_Cancer=negEIF2B4_-_27593553.23-NM_015636	NA	584	584	443	548
Apoptosis+Cancer+Other_Cancer=negEIF2S3_+_24072518.25-all	NA	815	815	693	558
Apoptosis+Cancer+Other_Cancer=negEIF2S3_+_24073758.25-all	NA	1301	1301	988	1027
Apoptosis+Cancer+Other_Cancer=negEIF2S3_-_24073432.24-all	NA	1219	1219	867	997
Apoptosis+Cancer+Other_Cancer=negEIF3A_-_120839771.23-all	NA	814	814	471	431
Apoptosis+Cancer+Other_Cancer=negEIF3A_-_120840672.25-all	NA	2196	2196	1499	1569
Apoptosis+Cancer+Other_Cancer=negEIF3A_-_120840901.25-all	NA	621	621	474	463
Apoptosis+Cancer+Other_Cancer=negEIF3D_-_36924620.23-all	NA	1136	1136	830	953
Apoptosis+Cancer+Other_Cancer=negEIF3F_-_8008718.22-all	NA	569	569	379	353
Apoptosis+Cancer+Other_Cancer=negEIF4A1_+_7474832.23-NM_001416	NA	880	880	706	701
Apoptosis+Cancer+Other_Cancer=negEIF4A1_+_7475387.24-NM_001204510	NA	486	486	376	436
Apoptosis+Cancer+Other_Cancer=negEIF4A1_-_7476065.25-NM_001416	NA	365	365	264	261
Apoptosis+Cancer+Other_Cancer=negEIF4A1_-_7476475.25-NM_001204510	NA	1027	1027	674	745
Apoptosis+Cancer+Other_Cancer=negEIF4A1_-_7477635.25-NM_001416	NA	790	790	543	550
Apoptosis+Cancer+Other_Cancer=negEIF4A3_-_78121799.24-all	NA	1411	1411	1186	1058
Apoptosis+Cancer+Other_Cancer=negEIF4B_+_53399871.24-all	NA	657	657	512	533
Apoptosis+Cancer+Other_Cancer=negEIF4B_+_53399998.23-all	NA	173	173	644	471
Apoptosis+Cancer+Other_Cancer=negEIF4B_+_53400591.25-all	NA	1382	1382	981	832
Apoptosis+Cancer+Other_Cancer=negEIF4E_+_99848681.23-NM_001130678	NA	1755	1755	1298	1393
Apoptosis+Cancer+Other_Cancer=negEIF4E_+_99850910.25-NM_001130678	NA	958	958	650	577
Apoptosis+Cancer+Other_Cancer=negEIF4E_-_99850740.24-NM_001968	NA	447	447	239	290
Apoptosis+Cancer+Other_Cancer=negEIF4E_-_99851783.24-NM_001130678,NM_001130679	NA	885	885	714	649
Apoptosis+Cancer+Other_Cancer=negEIF4G2_+_10829623.22-NM_001172705	NA	843	843	693	643
Apoptosis+Cancer+Other_Cancer=negEIF4G2_+_10829633.25-NM_001042559	NA	1015	1015	726	785
Apoptosis+Cancer+Other_Cancer=negEIF4G2_+_10829969.25-NM_001042559	NA	1366	1366	841	855
Apoptosis+Cancer+Other_Cancer=negEIF4G2_+_10830207.22-NM_001172705	NA	1159	1159	747	897
Apoptosis+Cancer+Other_Cancer=negEIF4G2_+_10830522.22-NM_001172705	NA	750	750	547	511
Apoptosis+Cancer+Other_Cancer=negEIF4G2_+_10830570.24-NM_001172705	NA	703	703	449	551
Apoptosis+Cancer+Other_Cancer=negEIF4G2_+_10830968.25-NM_001042559	NA	1480	1480	1125	1158
Apoptosis+Cancer+Other_Cancer=negEIF4G2_+_10831570.24-NM_001042559	NA	838	838	847	809
Apoptosis+Cancer+Other_Cancer=negEIF4G2_-_10829394.23-NM_001042559	NA	1053	1053	793	808
Apoptosis+Cancer+Other_Cancer=negEIF4G2_-_10830236.24-NM_001418	NA	551	551	442	495
Apoptosis+Cancer+Other_Cancer=negEIF4G2_-_10830521.23-NM_001172705	NA	797	797	632	539
Apoptosis+Cancer+Other_Cancer=negEIF4G2_-_10830659.25-NM_001418	NA	1352	1352	707	954
Apoptosis+Cancer+Other_Cancer=negEIF5A_+_7209546.25-NM_001143761	NA	697	697	498	591
Apoptosis+Cancer+Other_Cancer=negEIF5A_+_7211010.24-NM_001143760	NA	696	696	588	554
Apoptosis+Cancer+Other_Cancer=negEIF5A_+_7212051.25-NM_001970	NA	1407	1407	978	1065
Apoptosis+Cancer+Other_Cancer=negEIF5A_-_7210736.25-NM_001143761	NA	1123	1123	886	880
Apoptosis+Cancer+Other_Cancer=negEIF5A_-_7211175.25-NM_001143760	NA	401	401	316	279
Apoptosis+Cancer+Other_Cancer=negEIF5A_-_7211944.25-NM_001143761,NM_001143760	NA	531	531	545	420
Apoptosis+Cancer+Other_Cancer=negEIF5A_-_7212031.25-NM_001143761	NA	1487	1487	1132	1018
Apoptosis+Cancer+Other_Cancer=negEIF5A_-_7212321.22-NM_001143762	NA	1135	1135	859	903
Apoptosis+Cancer+Other_Cancer=negEIF5B_-_99954372.23-all	NA	1445	1445	962	936
Apoptosis+Cancer+Other_Cancer=negEIF6_+_33871953.25-NR_052024,NR_052022	NA	1105	1105	967	769
Apoptosis+Cancer+Other_Cancer=negEIF6_+_33872607.24-NM_181466,NM_001267810	NA	1378	1378	956	958
Apoptosis+Cancer+Other_Cancer=negEIF6_+_33873372.24-NM_181468	NA	1107	1107	815	911
Apoptosis+Cancer+Other_Cancer=negEIF6_-_33870853.23-NM_001267810	NA	809	809	483	693
Apoptosis+Cancer+Other_Cancer=negEIF6_-_33870892.24-NR_052022	NA	862	862	640	668
Apoptosis+Cancer+Other_Cancer=negEIF6_-_33871530.21-NM_002212	NA	564	564	487	494
Apoptosis+Cancer+Other_Cancer=negEIF6_-_33872858.23-NM_181468	NA	516	516	372	404
Apoptosis+Cancer+Other_Cancer=negELP4_+_31531066.25-all	NA	769	769	558	655
Apoptosis+Cancer+Other_Cancer=negELP4_-_31531237.24-all	NA	1699	1699	1280	1312
Apoptosis+Cancer+Other_Cancer=negELP6_+_47555235.25-all	NA	642	642	542	442
Apoptosis+Cancer+Other_Cancer=negEPRS_+_220219895.25-all	NA	867	867	631	739
Apoptosis+Cancer+Other_Cancer=negEPRS_-_220220528.24-all	NA	563	563	468	525
Apoptosis+Cancer+Other_Cancer=negEPRS_-_220221286.24-all	NA	366	366	279	283
Apoptosis+Cancer+Other_Cancer=negERH_+_69864134.25-all	NA	326	326	149	215
Apoptosis+Cancer+Other_Cancer=negERH_-_69865398.25-all	NA	960	960	755	683
Apoptosis+Cancer+Other_Cancer=negERH_-_69865662.25-all	NA	958	958	722	659
Apoptosis+Cancer+Other_Cancer=negESF1_+_13763972.23-NM_001276380	NA	455	455	357	293
Apoptosis+Cancer+Other_Cancer=negESF1_+_13767232.23-NM_001276380	NA	1257	1257	819	755
Apoptosis+Cancer+Other_Cancer=negETF1_+_137878325.25-NM_004730	NA	879	879	693	704
Apoptosis+Cancer+Other_Cancer=negETF1_+_137879070.24-NM_001256302	NA	877	877	686	736
Apoptosis+Cancer+Other_Cancer=negETF1_-_137878243.24-NM_004730,NM_001282185	NA	777	777	493	555
Apoptosis+Cancer+Other_Cancer=negETF1_-_137879148.23-NM_001256302,NM_001282185	NA	1497	1497	1027	991
Apoptosis+Cancer+Other_Cancer=negEXOSC2_+_133568019.21-NM_001282708	NA	480	480	290	314
Apoptosis+Cancer+Other_Cancer=negEXOSC2_-_133568242.25-NM_001282708	NA	1322	1322	874	1087
Apoptosis+Cancer+Other_Cancer=negEXOSC2_-_133568758.22-NM_014285	NA	743	743	439	539
Apoptosis+Cancer+Other_Cancer=negEXOSC2_-_133569137.24-NM_001282709	NA	349	349	282	257
Apoptosis+Cancer+Other_Cancer=negEXOSC2_-_133569341.25-NR_104230	NA	1104	1104	866	893
Apoptosis+Cancer+Other_Cancer=negEXOSC2_-_133570900.25-NM_001282709	NA	457	457	253	449
Apoptosis+Cancer+Other_Cancer=negEXOSC3_+_37784409.24-NM_016042	NA	1151	1151	715	833
Apoptosis+Cancer+Other_Cancer=negEXOSC3_+_37784688.25-NM_001002269	NA	1100	1100	784	922
Apoptosis+Cancer+Other_Cancer=negEXOSC3_+_37784958.25-NM_001002269	NA	841	841	647	721
Apoptosis+Cancer+Other_Cancer=negEXOSC3_+_37786165.25-NM_016042	NA	531	531	472	338
Apoptosis+Cancer+Other_Cancer=negEXOSC3_-_37785421.24-NM_001002269	NA	435	435	294	371
Apoptosis+Cancer+Other_Cancer=negEXOSC8_-_37573095.24-all	NA	1559	1559	1221	1087
Apoptosis+Cancer+Other_Cancer=negEZH2_+_148580125.25-NM_001203248	NA	1380	1380	978	1006
Apoptosis+Cancer+Other_Cancer=negEZH2_+_148580753.25-NM_001203248	NA	1198	1198	967	991
Apoptosis+Cancer+Other_Cancer=negEZH2_+_148581130.24-NM_001203248	NA	458	458	353	304
Apoptosis+Cancer+Other_Cancer=negEZH2_+_148581238.25-NM_001203247,NM_001203249	NA	855	855	557	643
Apoptosis+Cancer+Other_Cancer=negEZH2_+_148581335.22-NM_004456	NA	178	178	113	125
Apoptosis+Cancer+Other_Cancer=negEZH2_+_148581579.24-NM_004456	NA	1557	1557	1105	1198
Apoptosis+Cancer+Other_Cancer=negEZH2_+_148581795.25-NM_001203249	NA	590	590	376	396
Apoptosis+Cancer+Other_Cancer=negEZH2_+_148582026.24-NM_001203247	NA	597	597	470	355
Apoptosis+Cancer+Other_Cancer=negEZH2_+_148583212.25-NM_004456	NA	1320	1320	978	994
Apoptosis+Cancer+Other_Cancer=negEZH2_-_148580680.23-NM_001203249	NA	537	537	371	423
Apoptosis+Cancer+Other_Cancer=negEZH2_-_148580688.25-NM_152998	NA	725	725	454	472
Apoptosis+Cancer+Other_Cancer=negEZH2_-_148580808.24-NM_001203248	NA	1246	1246	867	736
Apoptosis+Cancer+Other_Cancer=negEZH2_-_148581181.25-NM_001203248	NA	392	392	279	301
Apoptosis+Cancer+Other_Cancer=negEZH2_-_148581453.24-NM_001203249	NA	669	669	506	631
Apoptosis+Cancer+Other_Cancer=negEZH2_-_148581671.25-NM_001203247	NA	1038	1038	795	773
Apoptosis+Cancer+Other_Cancer=negEZH2_-_148581799.23-NM_001203248	NA	332	332	275	386
Apoptosis+Cancer+Other_Cancer=negEZH2_-_148581813.23-NM_001203247,NM_001203249	NA	808	808	699	667
Apoptosis+Cancer+Other_Cancer=negEZH2_-_148582016.25-NM_004456	NA	658	658	573	543
Apoptosis+Cancer+Other_Cancer=negEZH2_-_148582589.25-NM_004456	NA	871	871	658	608
Apoptosis+Cancer+Other_Cancer=negEZH2_-_148582591.22-NM_152998	NA	284	284	298	236
Apoptosis+Cancer+Other_Cancer=negFBXO5_+_153304400.23-NM_001142522	NA	603	603	408	417
Apoptosis+Cancer+Other_Cancer=negFBXO5_+_153304758.21-NM_001142522	NA	718	718	613	511
Apoptosis+Cancer+Other_Cancer=negFBXO5_-_153303419.24-NM_001142522	NA	865	865	720	760
Apoptosis+Cancer+Other_Cancer=negFBXO5_-_153304576.25-NM_012177	NA	873	873	604	633
Apoptosis+Cancer+Other_Cancer=negFBXO5_-_153304863.21-NM_012177	NA	942	942	634	743
Apoptosis+Cancer+Other_Cancer=negGABPA_+_27108203.23-NM_002040	NA	634	634	390	470
Apoptosis+Cancer+Other_Cancer=negGABPA_-_27108539.25-NM_002040	NA	642	642	431	504
Apoptosis+Cancer+Other_Cancer=negGABPB1_+_50646168.23-NM_005254	NA	524	524	349	397
Apoptosis+Cancer+Other_Cancer=negGABPB1_+_50646424.24-NM_016655	NA	970	970	684	728
Apoptosis+Cancer+Other_Cancer=negGABPB1_+_50646780.24-NM_005254	NA	567	567	427	433
Apoptosis+Cancer+Other_Cancer=negGABPB1_+_50646808.24-NM_016655,NM_181427	NA	712	712	536	519
Apoptosis+Cancer+Other_Cancer=negGABPB1_+_50647619.24-NM_181427	NA	1211	1211	816	913
Apoptosis+Cancer+Other_Cancer=negGABPB1_-_50646721.23-NM_016655	NA	743	743	544	526
Apoptosis+Cancer+Other_Cancer=negGABPB1_-_50646735.25-NM_005254	NA	1071	1071	814	713
Apoptosis+Cancer+Other_Cancer=negGABPB1_-_50646908.24-NM_002041	NA	310	310	219	237
Apoptosis+Cancer+Other_Cancer=negGABPB1_-_50646915.25-NM_016654	NA	723	723	575	609
Apoptosis+Cancer+Other_Cancer=negGABPB1_-_50647184.21-NM_005254	NA	555	555	385	400
Apoptosis+Cancer+Other_Cancer=negGABPB1_-_50647211.22-NM_005254	NA	307	307	273	227
Apoptosis+Cancer+Other_Cancer=negGABPB1_-_50647246.25-NM_016655	NA	773	773	719	622
Apoptosis+Cancer+Other_Cancer=negGABPB1_-_50647389.24-NM_002041	NA	808	808	670	703
Apoptosis+Cancer+Other_Cancer=negGABPB1_-_50647668.24-NM_181427	NA	481	481	409	408
Apoptosis+Cancer+Other_Cancer=negGABPB1_-_50647710.23-NM_002041	NA	762	762	539	570
Apoptosis+Cancer+Other_Cancer=negGARS_+_30633448.24-all	NA	770	770	578	531
Apoptosis+Cancer+Other_Cancer=negGARS_+_30634477.22-all	NA	351	351	217	262
Apoptosis+Cancer+Other_Cancer=negGART_+_34915527.25-NM_001136005	NA	799	799	566	559
Apoptosis+Cancer+Other_Cancer=negGART_+_34915589.23-NM_001136006	NA	756	756	567	617
Apoptosis+Cancer+Other_Cancer=negGART_+_34915876.22-NM_001136006	NA	1122	1122	917	824
Apoptosis+Cancer+Other_Cancer=negGART_-_34914106.24-NM_001136006	NA	552	552	456	417
Apoptosis+Cancer+Other_Cancer=negGEMIN4_+_653896.22-all	NA	670	670	458	597
Apoptosis+Cancer+Other_Cancer=negGEMIN4_+_657167.25-all	NA	861	861	568	648
Apoptosis+Cancer+Other_Cancer=negGEMIN4_-_654627.25-all	NA	1030	1030	588	702
Apoptosis+Cancer+Other_Cancer=negGNB2L1_-_180671170.21-all	NA	919	919	655	590
Apoptosis+Cancer+Other_Cancer=negGNB2L1_-_180671673.25-all	NA	1339	1339	1019	944
Apoptosis+Cancer+Other_Cancer=negGNL2_+_38061214.25-all	NA	497	497	365	326
Apoptosis+Cancer+Other_Cancer=negGNL3L_+_54556276.23-NM_001184819	NA	767	767	559	604
Apoptosis+Cancer+Other_Cancer=negGNL3L_+_54557661.25-NM_019067	NA	704	704	504	559
Apoptosis+Cancer+Other_Cancer=negGNL3L_-_54556550.25-NM_019067	NA	268	268	198	218
Apoptosis+Cancer+Other_Cancer=negGNL3L_-_54558083.23-NM_019067	NA	861	861	637	556
Apoptosis+Cancer+Other_Cancer=negGNL3_-_52719748.24-NM_206825	NA	866	866	596	657
Apoptosis+Cancer+Other_Cancer=negGNL3_-_52720351.23-NM_014366	NA	482	482	384	361
Apoptosis+Cancer+Other_Cancer=negGON4L_-_155827431.25-NM_001282861	NA	360	360	238	299
Apoptosis+Cancer+Other_Cancer=negGRWD1_-_48948328.24-all	NA	400	400	215	298
Apoptosis+Cancer+Other_Cancer=negGSPT1_+_12011397.25-NM_002094	NA	300	300	294	260
Apoptosis+Cancer+Other_Cancer=negGSPT1_-_12010046.25-NM_001130007	NA	849	849	616	766
Apoptosis+Cancer+Other_Cancer=negGTF2F2_+_45694677.25-all	NA	1421	1421	938	1067
Apoptosis+Cancer+Other_Cancer=negGTF2H1_+_18342487.25-NM_005316	NA	1073	1073	667	689
Apoptosis+Cancer+Other_Cancer=negGTF2H1_+_18343322.24-NM_001142307	NA	778	778	541	591
Apoptosis+Cancer+Other_Cancer=negGTF2H1_+_18344975.24-NM_001142307	NA	723	723	523	527
Apoptosis+Cancer+Other_Cancer=negGTF2H3_+_124119927.25-NM_001271868	NA	1231	1231	937	1004
Apoptosis+Cancer+Other_Cancer=negGTF2H3_+_124120012.23-NM_001271868	NA	1265	1265	763	989
Apoptosis+Cancer+Other_Cancer=negGTF2H3_-_124116598.23-NM_001271868	NA	484	484	462	454
Apoptosis+Cancer+Other_Cancer=negGTF2H3_-_124117930.25-NM_001271867	NA	1308	1308	963	1037
Apoptosis+Cancer+Other_Cancer=negGTF2H3_-_124118292.24-NM_001271867	NA	1716	1716	1180	1388
Apoptosis+Cancer+Other_Cancer=negGTF3C6_-_111280023.24-all	NA	573	573	528	420
Apoptosis+Cancer+Other_Cancer=negGTPBP4_+_1034583.25-all	NA	553	553	426	473
Apoptosis+Cancer+Other_Cancer=negGTPBP4_-_1034541.23-all	NA	1028	1028	855	758
Apoptosis+Cancer+Other_Cancer=negHARS_+_140070001.23-NM_001258040	NA	1070	1070	866	995
Apoptosis+Cancer+Other_Cancer=negHARS_+_140070531.24-NM_001258040	NA	1335	1335	802	818
Apoptosis+Cancer+Other_Cancer=negHARS_+_140072287.23-NM_001258040	NA	862	862	732	723
Apoptosis+Cancer+Other_Cancer=negHARS_-_140072585.23-NM_001258040	NA	813	813	626	559
Apoptosis+Cancer+Other_Cancer=negHNRNPC_+_21737591.25-NM_001077443	NA	526	526	376	455
Apoptosis+Cancer+Other_Cancer=negHNRNPC_+_21738660.25-NM_001077442	NA	1117	1117	661	706
Apoptosis+Cancer+Other_Cancer=negHNRNPC_+_21738681.23-NM_004500	NA	175	175	147	268
Apoptosis+Cancer+Other_Cancer=negHNRNPC_+_21739213.25-NM_004500	NA	792	792	668	555
Apoptosis+Cancer+Other_Cancer=negHNRNPC_+_21739234.24-NM_001077442	NA	764	764	466	476
Apoptosis+Cancer+Other_Cancer=negHNRNPC_-_21738370.24-NM_001077442	NA	1330	1330	1079	986
Apoptosis+Cancer+Other_Cancer=negHNRNPL_+_39340724.25-NM_001533	NA	477	477	387	299
Apoptosis+Cancer+Other_Cancer=negHNRNPL_+_39342504.23-NM_001005335	NA	607	607	409	408
Apoptosis+Cancer+Other_Cancer=negHNRNPL_-_39340334.24-NM_001533	NA	682	682	606	672
Apoptosis+Cancer+Other_Cancer=negHNRNPL_-_39341229.24-NM_001533	NA	1321	1321	1099	1046
Apoptosis+Cancer+Other_Cancer=negHNRNPL_-_39342213.25-NM_001005335	NA	572	572	505	468
Apoptosis+Cancer+Other_Cancer=negHNRNPL_-_39344303.23-NM_001005335	NA	875	875	637	599
Apoptosis+Cancer+Other_Cancer=negHNRNPM_+_8510203.25-NM_005968	NA	727	727	626	635
Apoptosis+Cancer+Other_Cancer=negHNRNPM_-_8509233.24-NM_005968	NA	1204	1204	850	842
Apoptosis+Cancer+Other_Cancer=negHNRNPM_-_8510049.23-NM_005968	NA	1053	1053	725	694
Apoptosis+Cancer+Other_Cancer=negHNRNPM_-_8511494.22-NM_031203	NA	1161	1161	814	787
Apoptosis+Cancer+Other_Cancer=negHSD17B10_+_53461127.25-NM_004493	NA	807	807	649	597
Apoptosis+Cancer+Other_Cancer=negHSD17B10_+_53461171.23-NM_004493	NA	1149	1149	895	907
Apoptosis+Cancer+Other_Cancer=negHSD17B10_+_53461541.25-NM_001037811	NA	648	648	596	674
Apoptosis+Cancer+Other_Cancer=negHSD17B10_+_53462301.25-NM_004493	NA	624	624	554	481
Apoptosis+Cancer+Other_Cancer=negHSD17B10_+_53462405.22-NM_004493	NA	887	887	716	837
Apoptosis+Cancer+Other_Cancer=negHSD17B10_-_53459737.25-NM_001037811	NA	866	866	609	717
Apoptosis+Cancer+Other_Cancer=negHSP90AB1_+_44213735.23-NM_001271970	NA	643	643	528	516
Apoptosis+Cancer+Other_Cancer=negHSP90AB1_+_44213754.23-NM_001271970,NM_001271969	NA	885	885	556	589
Apoptosis+Cancer+Other_Cancer=negHSP90AB1_+_44214036.23-NM_001271972	NA	1360	1360	1000	1028
Apoptosis+Cancer+Other_Cancer=negHSP90AB1_+_44214413.24-NM_007355	NA	343	343	265	325
Apoptosis+Cancer+Other_Cancer=negHSP90AB1_+_44215535.21-NM_001271970	NA	1073	1073	692	680
Apoptosis+Cancer+Other_Cancer=negHSP90AB1_+_44215609.23-NM_001271969	NA	475	475	386	394
Apoptosis+Cancer+Other_Cancer=negHSP90AB1_-_44213055.25-NM_007355	NA	1024	1024	807	758
Apoptosis+Cancer+Other_Cancer=negHSP90AB1_-_44214006.24-NM_001271972	NA	876	876	548	647
Apoptosis+Cancer+Other_Cancer=negHSP90AB1_-_44214524.23-NM_001271972	NA	764	764	500	590
Apoptosis+Cancer+Other_Cancer=negHSP90AB1_-_44215056.22-NM_007355	NA	691	691	625	503
Apoptosis+Cancer+Other_Cancer=negHSP90AB1_-_44215149.24-NM_007355	NA	798	798	555	711
Apoptosis+Cancer+Other_Cancer=negHSP90AB1_-_44215207.23-NM_007355	NA	797	797	662	657
Apoptosis+Cancer+Other_Cancer=negHSP90AB1_-_44216272.25-NM_007355	NA	593	593	428	415
Apoptosis+Cancer+Other_Cancer=negHSPA8_+_122931533.25-NM_006597	NA	994	994	640	765
Apoptosis+Cancer+Other_Cancer=negHSPA8_+_122931658.23-NM_153201	NA	786	786	582	625
Apoptosis+Cancer+Other_Cancer=negHSPA8_+_122931879.23-NM_153201	NA	1594	1594	928	1007
Apoptosis+Cancer+Other_Cancer=negHSPA8_+_122933474.22-NM_006597	NA	412	412	265	295
Apoptosis+Cancer+Other_Cancer=negHSPA8_-_122933235.25-NM_153201	NA	191	191	356	302
Apoptosis+Cancer+Other_Cancer=negHSPA9_+_137910899.21-all	NA	823	823	491	607
Apoptosis+Cancer+Other_Cancer=negHSPD1_-_198365274.25-NM_002156	NA	720	720	590	489
Apoptosis+Cancer+Other_Cancer=negHSPE1_+_198364830.22-all	NA	619	619	359	435
Apoptosis+Cancer+Other_Cancer=negHUWE1_+_53713383.25-all	NA	741	741	432	556
Apoptosis+Cancer+Other_Cancer=negIARS2_+_220267341.23-all	NA	518	518	331	403
Apoptosis+Cancer+Other_Cancer=negIARS2_+_220267363.22-all	NA	551	551	469	537
Apoptosis+Cancer+Other_Cancer=negIARS2_+_220267603.25-all	NA	797	797	553	511
Apoptosis+Cancer+Other_Cancer=negIARS2_-_220267133.24-all	NA	1081	1081	793	691
Apoptosis+Cancer+Other_Cancer=negIARS_+_95056646.25-NR_073446	NA	570	570	539	561
Apoptosis+Cancer+Other_Cancer=negIARS_+_95056670.24-NM_002161	NA	895	895	785	719
Apoptosis+Cancer+Other_Cancer=negIARS_+_95056695.24-NM_013417	NA	526	526	430	386
Apoptosis+Cancer+Other_Cancer=negIARS_-_95054874.23-NM_013417,NR_073446	NA	862	862	672	627
Apoptosis+Cancer+Other_Cancer=negIARS_-_95055885.25-NM_013417	NA	811	811	790	718
Apoptosis+Cancer+Other_Cancer=negIARS_-_95056253.25-NM_013417	NA	443	443	310	306
Apoptosis+Cancer+Other_Cancer=negIARS_-_95056264.25-NM_013417	NA	845	845	700	687
Apoptosis+Cancer+Other_Cancer=negIARS_-_95056780.21-NM_002161	NA	418	418	303	335
Apoptosis+Cancer+Other_Cancer=negIL4I1_+_50400139.25-NM_152899	NA	674	674	564	540
Apoptosis+Cancer+Other_Cancer=negIL4I1_+_50400406.24-NM_152899	NA	476	476	349	458
