sgId	gene	untreated_day15Rep1	untreated_day15Rep2	RigosertibRep1	RigosertibRep2
Apoptosis+Cancer+Other_Cancer=negGON4L_+_155828524.25-NM_001282861	negative_control	194	185	113	175
Apoptosis+Cancer+Other_Cancer=negGON4L_-_155827459.24-NM_001282861,NM_032292	negative_control	344	436	538	510
Apoptosis+Cancer+Other_Cancer=negGRWD1_+_48947526.25-all	negative_control	567	689	563	538
Apoptosis+Cancer+Other_Cancer=negGRWD1_-_48949318.25-all	negative_control	634	663	718	632
Apoptosis+Cancer+Other_Cancer=negGSPT1_-_12009328.25-NM_001130006	negative_control	259	293	315	285
Apoptosis+Cancer+Other_Cancer=negGSPT1_-_12009368.21-NM_001130006	negative_control	723	551	714	672
Apoptosis+Cancer+Other_Cancer=negGSPT1_-_12009385.24-NM_002094	negative_control	829	796	812	747
Apoptosis+Cancer+Other_Cancer=negGSPT1_-_12009716.24-NM_001130006	negative_control	782	826	983	726
Apoptosis+Cancer+Other_Cancer=negGTF2F2_-_45695029.23-all	negative_control	343	435	381	427
Apoptosis+Cancer+Other_Cancer=negGTF2H1_+_18343462.25-NM_005316	negative_control	250	349	325	330
Apoptosis+Cancer+Other_Cancer=negGTF2H3_+_124118541.25-NM_001516	negative_control	199	221	228	207
Apoptosis+Cancer+Other_Cancer=negGTF2H3_-_124116589.25-NM_001516	negative_control	800	948	908	849
Apoptosis+Cancer+Other_Cancer=negGTF3C6_+_111280962.25-all	negative_control	463	579	470	448
Apoptosis+Cancer+Other_Cancer=negGTF3C6_-_111280096.23-all	negative_control	970	996	850	958
Apoptosis+Cancer+Other_Cancer=negGTPBP4_+_1034627.24-all	negative_control	332	325	290	310
Apoptosis+Cancer+Other_Cancer=negHARS_+_140070111.24-NM_001258040	negative_control	624	735	777	753
Apoptosis+Cancer+Other_Cancer=negHARS_+_140072444.24-NM_001258041	negative_control	1081	1040	1215	1011
Apoptosis+Cancer+Other_Cancer=negHARS_-_140071064.22-NM_002109	negative_control	340	379	370	366
Apoptosis+Cancer+Other_Cancer=negHARS_-_140071325.24-NM_001258040	negative_control	685	852	813	782
Apoptosis+Cancer+Other_Cancer=negHAUS2_+_42840933.25-NM_018097	negative_control	260	257	218	252
Apoptosis+Cancer+Other_Cancer=negHAUS2_-_42840316.21-NM_018097	negative_control	627	615	592	477
Apoptosis+Cancer+Other_Cancer=negHNRNPC_+_21736028.23-NM_001077443	negative_control	593	629	538	510
Apoptosis+Cancer+Other_Cancer=negHNRNPC_+_21737575.24-NM_004500	negative_control	1016	1084	809	784
Apoptosis+Cancer+Other_Cancer=negHNRNPC_+_21738205.24-NM_001077442	negative_control	514	621	541	645
Apoptosis+Cancer+Other_Cancer=negHNRNPC_-_21738003.22-NM_001077443	negative_control	672	780	436	388
Apoptosis+Cancer+Other_Cancer=negHNRNPL_+_39340593.23-NM_001533	negative_control	270	244	340	259
Apoptosis+Cancer+Other_Cancer=negHNRNPL_-_39342296.23-NM_001005335	negative_control	845	890	858	870
Apoptosis+Cancer+Other_Cancer=negHNRNPM_+_8510163.25-NM_031203	negative_control	328	403	297	349
Apoptosis+Cancer+Other_Cancer=negHNRNPM_-_8510093.22-NM_005968	negative_control	294	338	723	666
Apoptosis+Cancer+Other_Cancer=negHNRNPM_-_8510319.24-all	negative_control	668	874	645	642
Apoptosis+Cancer+Other_Cancer=negHSD17B10_+_53460681.25-NM_004493	negative_control	371	442	311	390
Apoptosis+Cancer+Other_Cancer=negHSD17B10_+_53462071.25-NM_001037811	negative_control	761	724	763	692
Apoptosis+Cancer+Other_Cancer=negHSD17B10_-_53461402.25-NM_004493	negative_control	564	589	363	427
Apoptosis+Cancer+Other_Cancer=negHSD17B10_-_53461595.25-NM_001037811	negative_control	627	631	386	359
Apoptosis+Cancer+Other_Cancer=negHSP90AB1_+_44213707.24-NM_001271969,NM_007355	negative_control	450	460	387	363
Apoptosis+Cancer+Other_Cancer=negHSP90AB1_+_44216161.25-NM_001271972	negative_control	432	376	377	331
Apoptosis+Cancer+Other_Cancer=negHSP90AB1_-_44212382.22-NM_001271970	negative_control	509	419	452	443
Apoptosis+Cancer+Other_Cancer=negHSP90AB1_-_44213293.24-NM_007355	negative_control	231	159	277	202
Apoptosis+Cancer+Other_Cancer=negHSP90AB1_-_44215772.24-NM_001271971	negative_control	695	730	818	626
Apoptosis+Cancer+Other_Cancer=negHSPA8_-_122932208.23-NM_153201	negative_control	660	682	694	623
Apoptosis+Cancer+Other_Cancer=negHSPA8_-_122933742.22-NM_006597	negative_control	782	792	782	616
Apoptosis+Cancer+Other_Cancer=negHSPD1_+_198363743.23-NM_199440	negative_control	593	673	732	679
Apoptosis+Cancer+Other_Cancer=negHSPD1_+_198364180.24-NM_002156	negative_control	752	793	1478	1527
Apoptosis+Cancer+Other_Cancer=negHSPD1_-_198364338.23-NM_002156	negative_control	713	837	860	849
Apoptosis+Cancer+Other_Cancer=negHSPE1_-_198363731.24-all	negative_control	611	702	829	860
Apoptosis+Cancer+Other_Cancer=negHSPE1_-_198364366.24-all	negative_control	802	815	823	762
Apoptosis+Cancer+Other_Cancer=negHSPE1_-_198365362.22-all	negative_control	1091	1287	1036	1226
Apoptosis+Cancer+Other_Cancer=negIARS_+_95056926.23-NM_013417	negative_control	752	832	610	816
Apoptosis+Cancer+Other_Cancer=negIARS_-_95056208.23-NR_073446	negative_control	812	823	774	834
Apoptosis+Cancer+Other_Cancer=negIL4I1_+_50400065.25-NM_152899	negative_control	365	410	459	368
Apoptosis+Cancer+Other_Cancer=negIL4I1_+_50431819.23-NM_172374	negative_control	388	439	421	416
Apoptosis+Cancer+Other_Cancer=negIL4I1_+_50432371.23-NM_001258018	negative_control	1181	1446	1085	1230
Apoptosis+Cancer+Other_Cancer=negIL4I1_+_50434125.22-NM_172374	negative_control	423	586	527	507
Apoptosis+Cancer+Other_Cancer=negIL4I1_+_50434518.25-NM_172374	negative_control	784	788	716	710
Apoptosis+Cancer+Other_Cancer=negIL4I1_-_50401334.24-NM_152899	negative_control	342	350	469	420
Apoptosis+Cancer+Other_Cancer=negIL4I1_-_50432873.23-NM_172374	negative_control	778	908	893	974
Apoptosis+Cancer+Other_Cancer=negIL4I1_-_50432984.24-NM_172374	negative_control	476	394	412	527
Apoptosis+Cancer+Other_Cancer=negIL4I1_-_50433347.23-NR_047577	negative_control	670	799	704	693
Apoptosis+Cancer+Other_Cancer=negILF2_+_153642932.23-NM_004515	negative_control	820	933	901	882
Apoptosis+Cancer+Other_Cancer=negILF2_+_153642948.24-NM_004515	negative_control	973	918	1103	889
Apoptosis+Cancer+Other_Cancer=negILF2_+_153643330.25-NM_004515	negative_control	685	682	715	690
Apoptosis+Cancer+Other_Cancer=negILF2_-_153644575.22-NM_004515	negative_control	390	420	562	467
Apoptosis+Cancer+Other_Cancer=negILF3_+_10765105.22-NM_012218	negative_control	794	793	911	913
Apoptosis+Cancer+Other_Cancer=negILF3_+_10765158.23-NM_017620	negative_control	1219	1289	1182	1281
Apoptosis+Cancer+Other_Cancer=negILF3_+_10765293.24-NM_012218	negative_control	503	517	262	432
Apoptosis+Cancer+Other_Cancer=negILF3_-_10764573.23-NM_012218	negative_control	523	462	506	539
Apoptosis+Cancer+Other_Cancer=negILF3_-_10765747.25-NM_012218	negative_control	326	262	337	311
Apoptosis+Cancer+Other_Cancer=negINCENP_-_61889837.22-NM_020238	negative_control	405	538	580	606
Apoptosis+Cancer+Other_Cancer=negINTS4_+_77706314.24-all	negative_control	1151	1234	1217	1104
Apoptosis+Cancer+Other_Cancer=negIPO11_-_61708779.23-NM_016338	negative_control	630	929	730	684
Apoptosis+Cancer+Other_Cancer=negISCU_+_108955835.21-NM_213595	negative_control	126	181	237	234
Apoptosis+Cancer+Other_Cancer=negISCU_+_108955910.24-NM_014301	negative_control	767	694	800	789
Apoptosis+Cancer+Other_Cancer=negISCU_+_108956360.24-NM_213595	negative_control	752	671	624	609
Apoptosis+Cancer+Other_Cancer=negISCU_-_108955242.24-NM_213595	negative_control	990	811	885	910
Apoptosis+Cancer+Other_Cancer=negISCU_-_108956811.23-NM_213595	negative_control	889	1063	1058	930
Apoptosis+Cancer+Other_Cancer=negKARS_+_75680254.25-NM_005548	negative_control	446	425	364	390
Apoptosis+Cancer+Other_Cancer=negKARS_+_75681587.25-NM_005548	negative_control	1197	1080	1745	1591
Apoptosis+Cancer+Other_Cancer=negKARS_+_75682391.23-NM_005548	negative_control	764	791	821	851
Apoptosis+Cancer+Other_Cancer=negKARS_-_75682009.24-NM_005548	negative_control	1033	1221	1251	1260
Apoptosis+Cancer+Other_Cancer=negKIF18A_+_28129840.24-all	negative_control	473	464	621	658
Apoptosis+Cancer+Other_Cancer=negKIF4A_+_69509100.22-all	negative_control	757	689	684	654
Apoptosis+Cancer+Other_Cancer=negKIF4A_+_69509880.25-all	negative_control	287	324	260	305
Apoptosis+Cancer+Other_Cancer=negKPNB1_+_45727364.25-NM_002265	negative_control	301	368	407	408
Apoptosis+Cancer+Other_Cancer=negLARP1_+_154092752.25-all	negative_control	320	280	266	275
Apoptosis+Cancer+Other_Cancer=negLARP1_-_154092630.25-all	negative_control	255	251	236	269
Apoptosis+Cancer+Other_Cancer=negLARS_-_145562503.23-all	negative_control	260	289	262	361
Apoptosis+Cancer+Other_Cancer=negLAS1L_+_64754920.25-NM_001170649	negative_control	366	428	433	411
Apoptosis+Cancer+Other_Cancer=negLAS1L_+_64754949.24-NM_001170649	negative_control	448	458	519	546
Apoptosis+Cancer+Other_Cancer=negLENG1_-_54661797.21-all	negative_control	79	133	130	135
Apoptosis+Cancer+Other_Cancer=negLETM1_-_1859303.24-all	negative_control	593	622	607	561
Apoptosis+Cancer+Other_Cancer=negLIAS_+_39459754.23-NM_001278590	negative_control	1045	1042	1130	1146
Apoptosis+Cancer+Other_Cancer=negLIN54_+_83933201.24-NM_001115007,NM_001115008	negative_control	644	568	582	611
Apoptosis+Cancer+Other_Cancer=negLUC7L2_+_139043634.22-NM_016019	negative_control	899	926	645	623
Apoptosis+Cancer+Other_Cancer=negLUC7L2_-_139025691.23-NM_001244585	negative_control	789	893	798	696
Apoptosis+Cancer+Other_Cancer=negLUC7L2_-_139026184.21-NM_001244585	negative_control	590	679	588	679
Apoptosis+Cancer+Other_Cancer=negLUC7L2_-_139044602.25-NM_001270643	negative_control	164	156	128	119
Apoptosis+Cancer+Other_Cancer=negLUC7L2_-_139044660.23-NM_016019	negative_control	479	535	521	586
Apoptosis+Cancer+Other_Cancer=negLUC7L3_+_48798473.24-NM_016424	negative_control	613	839	850	818
Apoptosis+Cancer+Other_Cancer=negLUC7L3_-_48796274.21-NM_016424	negative_control	353	336	362	314
Apoptosis+Cancer+Other_Cancer=negLYRM4_+_5259873.22-NM_001164841	negative_control	675	747	777	766
Apoptosis+Cancer+Other_Cancer=negLYRM4_+_5260813.24-NM_001164841,NR_104417	negative_control	244	369	347	352
Apoptosis+Cancer+Other_Cancer=negLYRM4_+_5261054.24-NM_001164841	negative_control	618	583	638	617
Apoptosis+Cancer+Other_Cancer=negLYRM4_-_5261616.25-NM_001164840	negative_control	425	378	344	401
Apoptosis+Cancer+Other_Cancer=negLYRM4_-_5261953.23-NR_104418	negative_control	673	656	582	673
Apoptosis+Cancer+Other_Cancer=negMARS_+_57880905.21-all	negative_control	1107	1121	983	954
Apoptosis+Cancer+Other_Cancer=negMATR3_+_138608110.23-NM_001282278	negative_control	597	622	588	599
Apoptosis+Cancer+Other_Cancer=negMATR3_-_138608871.25-NM_199189	negative_control	444	596	506	520
Apoptosis+Cancer+Other_Cancer=negMATR3_-_138629374.22-NM_001194955	negative_control	1046	1213	507	568
Apoptosis+Cancer+Other_Cancer=negMATR3_-_138629805.25-NM_018834	negative_control	583	434	461	436
Apoptosis+Cancer+Other_Cancer=negMBTPS2_+_21858104.24-all	negative_control	270	262	1152	1066
Apoptosis+Cancer+Other_Cancer=negMBTPS2_-_21859334.22-all	negative_control	151	198	210	221
Apoptosis+Cancer+Other_Cancer=negMCM3AP_-_47704233.24-all	negative_control	708	864	804	820
Apoptosis+Cancer+Other_Cancer=negMCM7_+_99698988.24-NM_005916	negative_control	622	758	718	710
Apoptosis+Cancer+Other_Cancer=negMCM7_-_99698521.25-NM_182776,NM_001278595	negative_control	198	184	191	176
Apoptosis+Cancer+Other_Cancer=negMDN1_+_90527713.25-all	negative_control	410	393	451	465
Apoptosis+Cancer+Other_Cancer=negMDN1_-_90531155.24-all	negative_control	1039	1186	1061	1248
Apoptosis+Cancer+Other_Cancer=negMED12_+_70338906.24-all	negative_control	285	244	559	520
Apoptosis+Cancer+Other_Cancer=negMED14_+_40595218.25-all	negative_control	463	530	542	570
Apoptosis+Cancer+Other_Cancer=negMED26_-_16739100.24-all	negative_control	461	558	865	583
Apoptosis+Cancer+Other_Cancer=negMED26_-_16739100.25-all	negative_control	166	106	207	180
Apoptosis+Cancer+Other_Cancer=negMETAP2_+_95866480.25-all	negative_control	557	444	468	444
Apoptosis+Cancer+Other_Cancer=negMETAP2_-_95869039.23-all	negative_control	692	708	421	386
Apoptosis+Cancer+Other_Cancer=negMETTL16_-_2415819.25-all	negative_control	722	859	746	663
Apoptosis+Cancer+Other_Cancer=negMFAP1_+_44117391.23-all	negative_control	328	360	425	344
Apoptosis+Cancer+Other_Cancer=negMFAP1_-_44116748.25-all	negative_control	521	556	540	589
Apoptosis+Cancer+Other_Cancer=negMIS12_+_5388919.25-NM_001258219	negative_control	236	257	185	185
Apoptosis+Cancer+Other_Cancer=negMIS12_+_5389173.22-NM_024039	negative_control	869	892	808	783
Apoptosis+Cancer+Other_Cancer=negMIS12_-_5389565.24-NM_001258218	negative_control	383	473	446	387
Apoptosis+Cancer+Other_Cancer=negMIS12_-_5390160.24-NM_001258218	negative_control	113	78	98	58
Apoptosis+Cancer+Other_Cancer=negMRPL32_+_42971785.23-all	negative_control	603	842	862	887
Apoptosis+Cancer+Other_Cancer=negMRPS27_+_71616436.25-NM_001286748	negative_control	1046	1282	990	1027
Apoptosis+Cancer+Other_Cancer=negMRPS27_+_71617354.24-NM_015084,NM_001286751	negative_control	615	716	802	580
Apoptosis+Cancer+Other_Cancer=negNAA25_-_112544926.23-all	negative_control	962	1029	982	901
Apoptosis+Cancer+Other_Cancer=negNAA25_-_112546844.25-all	negative_control	258	318	319	335
Apoptosis+Cancer+Other_Cancer=negNAA50_-_113464966.25-all	negative_control	423	419	457	449
Apoptosis+Cancer+Other_Cancer=negNACA_+_57117761.24-NM_001113202	negative_control	783	744	755	852
Apoptosis+Cancer+Other_Cancer=negNACA_-_57118565.24-NM_001113203	negative_control	0	0	1	1
Apoptosis+Cancer+Other_Cancer=negNACA_-_57119084.23-NM_001113202	negative_control	324	471	394	473
Apoptosis+Cancer+Other_Cancer=negNARS2_+_78285508.25-NM_024678	negative_control	782	729	738	866
Apoptosis+Cancer+Other_Cancer=negNARS2_+_78285556.25-NM_001243251	negative_control	542	629	638	584
Apoptosis+Cancer+Other_Cancer=negNARS2_+_78285591.25-NM_001243251	negative_control	263	258	253	235
Apoptosis+Cancer+Other_Cancer=negNARS_+_55288740.25-all	negative_control	834	843	817	860
Apoptosis+Cancer+Other_Cancer=negNAT10_+_34127792.25-NM_024662	negative_control	328	307	294	304
Apoptosis+Cancer+Other_Cancer=negNAT10_+_34128697.24-NM_024662	negative_control	410	521	510	500
Apoptosis+Cancer+Other_Cancer=negNAT10_-_34125427.25-NM_024662	negative_control	537	593	479	355
Apoptosis+Cancer+Other_Cancer=negNAT10_-_34127307.24-NM_024662	negative_control	487	455	522	503
Apoptosis+Cancer+Other_Cancer=negNBAS_+_15701170.23-NM_015909	negative_control	648	674	621	732
Apoptosis+Cancer+Other_Cancer=negNCAPH_+_97001326.23-NM_001281710	negative_control	616	651	631	606
Apoptosis+Cancer+Other_Cancer=negNCAPH_-_97001010.25-NM_001281710	negative_control	265	222	484	379
Apoptosis+Cancer+Other_Cancer=negNCAPH_-_97001449.23-NM_015341,NM_001281711	negative_control	834	906	715	754
Apoptosis+Cancer+Other_Cancer=negNCAPH_-_97002184.25-NM_001281711	negative_control	718	796	984	902
Apoptosis+Cancer+Other_Cancer=negNCAPH_-_97002324.22-NM_001281711	negative_control	395	350	341	388
Apoptosis+Cancer+Other_Cancer=negNDC80_+_2571378.23-all	negative_control	823	906	1040	900
Apoptosis+Cancer+Other_Cancer=negNFYC_+_41157448.25-NM_014223	negative_control	230	289	230	251
Apoptosis+Cancer+Other_Cancer=negNFYC_+_41157831.24-NM_001142588	negative_control	469	468	438	526
Apoptosis+Cancer+Other_Cancer=negNFYC_+_41158322.24-NM_001142588	negative_control	834	958	936	1084
Apoptosis+Cancer+Other_Cancer=negNFYC_-_41157909.22-NM_001142589,NM_001142587	negative_control	892	1068	940	1057
Apoptosis+Cancer+Other_Cancer=negNHP2L1_+_42084393.25-NM_005008	negative_control	437	496	504	508
Apoptosis+Cancer+Other_Cancer=negNHP2L1_+_42084539.24-NM_005008	negative_control	569	656	514	510
Apoptosis+Cancer+Other_Cancer=negNIPBL_+_36877206.25-all	negative_control	229	247	293	245
Apoptosis+Cancer+Other_Cancer=negNIPBL_+_36877227.23-NM_015384	negative_control	615	579	627	663
Apoptosis+Cancer+Other_Cancer=negNIPBL_+_36877325.24-NM_015384	negative_control	1026	1103	1114	1073
Apoptosis+Cancer+Other_Cancer=negNKAP_+_119077534.21-all	negative_control	597	576	639	637
Apoptosis+Cancer+Other_Cancer=negNKAP_-_119079273.22-all	negative_control	1120	1298	1135	1260
Apoptosis+Cancer+Other_Cancer=negNMT1_-_43137374.25-all	negative_control	380	450	555	474
Apoptosis+Cancer+Other_Cancer=negNOL11_-_65714354.25-all	negative_control	286	285	311	247
Apoptosis+Cancer+Other_Cancer=negNOL12_-_38082145.21-all	negative_control	269	316	361	293
Apoptosis+Cancer+Other_Cancer=negNRDE2_+_90798209.24-all	negative_control	726	740	708	742
Apoptosis+Cancer+Other_Cancer=negNRF1_-_129251766.25-NM_005011	negative_control	251	245	167	214
Apoptosis+Cancer+Other_Cancer=negNRF1_-_129271423.25-NM_001040110	negative_control	404	448	522	585
Apoptosis+Cancer+Other_Cancer=negNSRP1_-_28442589.25-NM_032141	negative_control	1026	976	912	899
Apoptosis+Cancer+Other_Cancer=negNSRP1_-_28443220.23-NM_001261467	negative_control	1567	1511	1345	1249
Apoptosis+Cancer+Other_Cancer=negNUDC_-_27249655.23-all	negative_control	625	735	589	681
Apoptosis+Cancer+Other_Cancer=negNUDT21_-_56485691.23-all	negative_control	774	799	872	778
Apoptosis+Cancer+Other_Cancer=negNUP153_-_17706265.21-NM_001278210	negative_control	336	400	319	345
Apoptosis+Cancer+Other_Cancer=negNUP153_-_17708362.25-NM_001278210	negative_control	462	537	476	497
Apoptosis+Cancer+Other_Cancer=negNUP155_+_37372728.24-NM_153485	negative_control	588	634	590	653
Apoptosis+Cancer+Other_Cancer=negNUP155_-_37370232.25-NM_004298	negative_control	664	736	692	809
Apoptosis+Cancer+Other_Cancer=negNUP160_+_47870399.22-all	negative_control	774	881	1055	977
Apoptosis+Cancer+Other_Cancer=negNUP214_+_134001984.23-all	negative_control	192	233	285	293
Apoptosis+Cancer+Other_Cancer=negNUP54_+_77070817.24-NR_103780	negative_control	459	429	477	407
Apoptosis+Cancer+Other_Cancer=negNUP93_+_56815399.25-NM_001242795	negative_control	347	401	443	357
Apoptosis+Cancer+Other_Cancer=negNUP98_-_3818813.22-NM_005387	negative_control	749	900	872	961
Apoptosis+Cancer+Other_Cancer=negNUP98_-_3819766.25-NM_005387	negative_control	869	791	909	927
Apoptosis+Cancer+Other_Cancer=negNUTF2_-_67880761.25-all	negative_control	748	947	1034	904
Apoptosis+Cancer+Other_Cancer=negNUTF2_-_67881051.25-all	negative_control	728	740	609	580
Apoptosis+Cancer+Other_Cancer=negOGDH_+_44644471.24-NM_001003941	negative_control	685	602	712	561
Apoptosis+Cancer+Other_Cancer=negOGDH_-_44644421.22-NM_001165036	negative_control	105	94	112	94
Apoptosis+Cancer+Other_Cancer=negOGDH_-_44645573.23-NM_001003941	negative_control	394	454	369	484
Apoptosis+Cancer+Other_Cancer=negOGDH_-_44646325.25-NM_002541	negative_control	498	592	550	709
Apoptosis+Cancer+Other_Cancer=negOGDH_-_44647792.24-NM_002541	negative_control	1164	1093	1313	1153
Apoptosis+Cancer+Other_Cancer=negOIP5_-_41624988.25-all	negative_control	945	1027	863	1015
Apoptosis+Cancer+Other_Cancer=negORC3_+_88301518.23-NM_012381	negative_control	769	792	712	824
Apoptosis+Cancer+Other_Cancer=negPABPN1_-_23788514.25-all	negative_control	841	872	1103	1055
Apoptosis+Cancer+Other_Cancer=negPAFAH1B1_+_2496874.23-all	negative_control	135	153	484	438
Apoptosis+Cancer+Other_Cancer=negPAFAH1B1_-_2496599.25-all	negative_control	374	449	410	477
Apoptosis+Cancer+Other_Cancer=negPAICS_+_57301200.23-NM_006452	negative_control	1662	1899	1720	1688
Apoptosis+Cancer+Other_Cancer=negPAICS_+_57301370.24-NM_001079525	negative_control	411	501	444	537
Apoptosis+Cancer+Other_Cancer=negPAICS_-_57303201.24-NM_006452	negative_control	838	937	1151	1163
Apoptosis+Cancer+Other_Cancer=negPALB2_+_23652645.24-all	negative_control	707	777	737	754
Apoptosis+Cancer+Other_Cancer=negPALB2_-_23651496.22-all	negative_control	352	337	444	392
Apoptosis+Cancer+Other_Cancer=negPALB2_-_23652548.21-all	negative_control	398	454	563	544
Apoptosis+Cancer+Other_Cancer=negPDCD11_+_105157744.25-all	negative_control	404	361	344	375
Apoptosis+Cancer+Other_Cancer=negPDCD11_-_105155778.24-all	negative_control	427	521	420	399
Apoptosis+Cancer+Other_Cancer=negPHAX_-_125936656.25-all	negative_control	657	657	629	661
Apoptosis+Cancer+Other_Cancer=negPHF5A_+_41863511.25-all	negative_control	424	454	443	385
Apoptosis+Cancer+Other_Cancer=negPISD_-_32026856.25-all	negative_control	756	880	1058	834
Apoptosis+Cancer+Other_Cancer=negPMPCB_+_102938350.24-all	negative_control	358	429	413	479
Apoptosis+Cancer+Other_Cancer=negPMPCB_-_102938258.24-all	negative_control	718	718	608	595
